,,,,,,,,,,,利用開始月,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-06,2025-06,2025-06,2025-06,2025-07,2025-07,2025-07,2025-07,2025-08,2025-08,2025-08,2025-08
2003762,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-06-03,2031-06-02,良品計画様向け（ららぽーと沼津様）,良品計画様向け（ららぽーと沼津様）,,PCWL-0400,良品計画様向け（ららぽーと沼津様）,,,,,,,,,,,,,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0
2003761,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-06-03,2031-06-02,良品計画様向け（イズミヤスーパーセンター八尾様）,良品計画様向け（イズミヤスーパーセンター八尾様）,,PCWL-0400,良品計画様向け（イズミヤスーパーセンター八尾様）,,,,,,,,,,,,,,,,,,,,,-168,0,-168,0,,,168,0,,,,
2003761,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-06-03,2031-06-02,良品計画様向け（イズミヤスーパーセンター八尾様）,良品計画様向け（イズミヤスーパーセンター八尾様）,,PCWL-0400,良品計画様向け（イズミヤスーパーセンター八尾様）,,,,,,,,,,,,,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0
2003760,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-06-03,2031-06-02,良品計画様向け（京都ファミリー様）,良品計画様向け（京都ファミリー様）,,PCWL-0400,良品計画様向け（京都ファミリー様）,,,,,,,,,,,,,,,,,,,,,-144,0,-144,0,,,144,0,,,,
2003760,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-06-03,2031-06-02,良品計画様向け（京都ファミリー様）,良品計画様向け（京都ファミリー様）,,PCWL-0400,良品計画様向け（京都ファミリー様）,,,,,,,,,,,,,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0
2003758-2,加賀ＦＥＩ株式会社,PicoManager,【1年】PM_スタンダード,ディスカウント,2025-05-01,2027-04-30,,,,,,,,,,,,,,,,,,,,,,-336,0,-336,0,,,336,0,,,,,,,,
2003758-2,加賀ＦＥＩ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2025-05-01,2027-04-30,,,,,,,,,,,,,,,,,,,,,,14364,21,14364,21,14364,21,0,0,14364,21,0,0,14364,21,0,0
2003751,エクシオグループ株式会社,保守,保守＿PCWL0400,継続課金,2025-05-01,2026-06-30,,,,,,,,,,,,,,,,,,,,,,15000,8,15000,8,15000,8,0,0,15000,8,0,0,15000,8,0,0
2003751,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2025-05-01,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,7,5040,7,5040,7,0,0
2003747-1,ネットチャート,0500オプション,ノード設定、FW更新,継続課金,2025-07-14,2026-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,2,900,2,900,2,0,0
2003747-1,ネットチャート,0500オプション,アンケート、SMS /メール認証,継続課金,2025-07-14,2026-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,2,1200,2,1200,2,0,0
2003744,日建リース工業株式会社,PicoManager,0400/0410_PM_レンタルパック,継続課金,2025-06-01,2025-06-30,,,,,日建リース工業株式会社,,,,,,,,,,,,,,,,,,,,,339120,314,339120,314,,,-339120,-314,,,,
2003743,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2025-05-28,2026-05-27,,,,,,,,,,,,,,,,,,,,,,4320,6,4320,6,4320,6,0,0,4320,6,0,0,4320,6,0,0
2003740-1,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2025-06-27,2026-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,1650,3,1650,3,1650,3,0,0,1650,3,0,0
2003738,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプターなし,ディスカウント,2025-06-23,2026-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,-8,0,-8,0,,,8,0,,,,
2003738,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2025-06-23,2026-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,814,1,814,1,814,1,0,0,814,1,0,0
2003734-3,エクシオグループ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2025-07-28,2026-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104500,190,104500,190,104500,190,0,0
2003734-2,エクシオグループ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2025-07-08,2026-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000,240,132000,240,132000,240,0,0
2003734-1,エクシオグループ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2025-06-23,2026-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,27500,50,27500,50,27500,50,0,0,27500,50,0,0
2003729,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-26,2031-05-25,良品計画様向け（ジョイフルタウン釧路様）,良品計画様向け（ジョイフルタウン釧路様）,,PCWL-0400,良品計画様向け（ジョイフルタウン釧路様）,,,,,,,,,,,,,,,,,-192,0,-192,0,,,192,0,,,,,,,,
2003729,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-26,2031-05-25,良品計画様向け（ジョイフルタウン釧路様）,良品計画様向け（ジョイフルタウン釧路様）,,PCWL-0400,良品計画様向け（ジョイフルタウン釧路様）,,,,,,,,,,,,,,,,,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0
2003728,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-26,2031-05-25,良品計画様向け（イオンモール須坂様）,良品計画様向け（イオンモール須坂様）,,PCWL-0400,良品計画様向け（イオンモール須坂様）,,,,,,,,,,,,,,,,,-168,0,-168,0,,,168,0,,,,,,,,
2003728,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-26,2031-05-25,良品計画様向け（イオンモール須坂様）,良品計画様向け（イオンモール須坂様）,,PCWL-0400,良品計画様向け（イオンモール須坂様）,,,,,,,,,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0
2003727,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-26,2031-05-25,良品計画様向け（宇土シティモール様）,良品計画様向け（宇土シティモール様）,,PCWL-0400,良品計画様向け（宇土シティモール様）,,,,,,,,,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,
2003727,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-26,2031-05-25,良品計画様向け（宇土シティモール様）,良品計画様向け（宇土シティモール様）,,PCWL-0400,良品計画様向け（宇土シティモール様）,,,,,,,,,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003726,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-26,2031-05-25,良品計画様向け（豊明様）,良品計画様向け（豊明様）,,PCWL-0400,良品計画様向け（豊明様）,,,,,,,,,,,,,,,,,-48,0,-48,0,,,48,0,,,,,,,,
2003726,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-26,2031-05-25,良品計画様向け（豊明様）,良品計画様向け（豊明様）,,PCWL-0400,良品計画様向け（豊明様）,,,,,,,,,,,,,,,,,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0
2003718,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（心斎橋パルコ様）,良品計画様向け（心斎橋パルコ様）,,PCWL-0400,良品計画様向け（心斎橋パルコ様）,,,,,,,,,,,,,,,,,-192,0,-192,0,,,192,0,,,,,,,,
2003718,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（心斎橋パルコ様）,良品計画様向け（心斎橋パルコ様）,,PCWL-0400,良品計画様向け（心斎橋パルコ様）,,,,,,,,,,,,,,,,,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0
2003717,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（いとく男鹿ショッピングセンター様）,良品計画様向け（いとく男鹿ショッピングセンター様）,,PCWL-0400,良品計画様向け（いとく男鹿ショッピングセンター様）,,,,,,,,,,,,,,,,,-168,0,-168,0,,,168,0,,,,,,,,
2003717,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（いとく男鹿ショッピングセンター様）,良品計画様向け（いとく男鹿ショッピングセンター様）,,PCWL-0400,良品計画様向け（いとく男鹿ショッピングセンター様）,,,,,,,,,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0
2003716,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（ゆめタウン廿日市様）,良品計画様向け（ゆめタウン廿日市様）,,PCWL-0400,良品計画様向け（ゆめタウン廿日市様）,,,,,,,,,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,
2003716,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（ゆめタウン廿日市様）,良品計画様向け（ゆめタウン廿日市様）,,PCWL-0400,良品計画様向け（ゆめタウン廿日市様）,,,,,,,,,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003715,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（野々市明倫通り様）,良品計画様向け（野々市明倫通り様）,,PCWL-0400,良品計画様向け（野々市明倫通り様）,,,,,,,,,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,
2003715,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（野々市明倫通り様）,良品計画様向け（野々市明倫通り様）,,PCWL-0400,良品計画様向け（野々市明倫通り様）,,,,,,,,,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0
2003714,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（セブンパーク天美様）,良品計画様向け（セブンパーク天美様）,,PCWL-0400,良品計画様向け（セブンパーク天美様）,,,,,,,,,,,,,,,,,-192,0,-192,0,,,192,0,,,,,,,,
2003714,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（セブンパーク天美様）,良品計画様向け（セブンパーク天美様）,,PCWL-0400,良品計画様向け（セブンパーク天美様）,,,,,,,,,,,,,,,,,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0
2003713,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（マルヤガーデンズ鹿児島様）,良品計画様向け（マルヤガーデンズ鹿児島様）,,PCWL-0400,良品計画様向け（マルヤガーデンズ鹿児島様）,,,,,,,,,,,,,,,,,-216,0,-216,0,,,216,0,,,,,,,,
2003713,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（マルヤガーデンズ鹿児島様）,良品計画様向け（マルヤガーデンズ鹿児島様）,,PCWL-0400,良品計画様向け（マルヤガーデンズ鹿児島様）,,,,,,,,,,,,,,,,,6003,9,6003,9,6003,9,0,0,6003,9,0,0,6003,9,0,0
2003712,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（イオンモール京都桂川様）,良品計画様向け（イオンモール京都桂川様）,,PCWL-0400,良品計画様向け（イオンモール京都桂川様）,,,,,,,,,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,
2003712,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（イオンモール京都桂川様）,良品計画様向け（イオンモール京都桂川様）,,PCWL-0400,良品計画様向け（イオンモール京都桂川様）,,,,,,,,,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0
2003711,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-22,2031-05-21,良品計画様向け（ゆめモール柳川様）,良品計画様向け（ゆめモール柳川様）,,PCWL-0400,良品計画様向け（ゆめモール柳川様）,,,,,,,,,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,
2003711,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-22,2031-05-21,良品計画様向け（ゆめモール柳川様）,良品計画様向け（ゆめモール柳川様）,,PCWL-0400,良品計画様向け（ゆめモール柳川様）,,,,,,,,,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0
2003708,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-21,2031-05-20,良品計画様向け（ヨークベニマル西富山様）,良品計画様向け（ヨークベニマル西富山様）,,PCWL-0400,良品計画様向け（ヨークベニマル西富山様）,,,,,,,,,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,
2003708,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-21,2031-05-20,良品計画様向け（ヨークベニマル西富山様）,良品計画様向け（ヨークベニマル西富山様）,,PCWL-0400,良品計画様向け（ヨークベニマル西富山様）,,,,,,,,,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003707,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-21,2031-05-20,良品計画様向け（ヨークタウン足利様）,良品計画様向け（ヨークタウン足利様）,,PCWL-0400,良品計画様向け（ヨークタウン足利様）,,,,,,,,,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,
2003707,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-21,2031-05-20,良品計画様向け（ヨークタウン足利様）,良品計画様向け（ヨークタウン足利様）,,PCWL-0400,良品計画様向け（ヨークタウン足利様）,,,,,,,,,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003706,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-21,2031-05-20,良品計画様向け（イオン多賀城様）,良品計画様向け（イオン多賀城様）,,PCWL-0400,良品計画様向け（イオン多賀城様）,,,,,,,,,,,,,,,,,-168,0,-168,0,,,168,0,,,,,,,,
2003706,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-21,2031-05-20,良品計画様向け（イオン多賀城様）,良品計画様向け（イオン多賀城様）,,PCWL-0400,良品計画様向け（イオン多賀城様）,,,,,,,,,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0
2003705,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-21,2031-05-20,良品計画様向け（イトーヨーカドー船橋様）,良品計画様向け（イトーヨーカドー船橋様）,,PCWL-0400,良品計画様向け（イトーヨーカドー船橋様）,,,,,,,,,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,
2003705,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-21,2031-05-20,良品計画様向け（イトーヨーカドー船橋様）,良品計画様向け（イトーヨーカドー船橋様）,,PCWL-0400,良品計画様向け（イトーヨーカドー船橋様）,,,,,,,,,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003704,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-21,2031-05-20,良品計画様向け（小田急町田様）,良品計画様向け（小田急町田様）,,PCWL-0400,良品計画様向け（小田急町田様）,,,,,,,,,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,
2003704,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-21,2031-05-20,良品計画様向け（小田急町田様）,良品計画様向け（小田急町田様）,,PCWL-0400,良品計画様向け（小田急町田様）,,,,,,,,,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003703,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-05-21,2031-05-20,良品計画様向け（ルビットパーク南草津様）,良品計画様向け（ルビットパーク南草津様）,,PCWL-0400,良品計画様向け（ルビットパーク南草津様）,,,,,,,,,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,
2003703,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-05-21,2031-05-20,良品計画様向け（ルビットパーク南草津様）,良品計画様向け（ルビットパーク南草津様）,,PCWL-0400,良品計画様向け（ルビットパーク南草津様）,,,,,,,,,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0
